business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,attributes.ByAppointmentOnly,attributes.BusinessAcceptsCreditCards,attributes.BikeParking,attributes.RestaurantsPriceRange2,attributes.CoatCheck,attributes.RestaurantsTakeOut,attributes.RestaurantsDelivery,attributes.Caters,attributes.WiFi,attributes.BusinessParking,attributes.WheelchairAccessible,attributes.HappyHour,attributes.OutdoorSeating,attributes.HasTV,attributes.RestaurantsReservations,attributes.DogsAllowed,attributes.Alcohol,attributes.GoodForKids,attributes.RestaurantsAttire,attributes.Ambience,attributes.RestaurantsTableService,attributes.RestaurantsGoodForGroups,attributes.DriveThru,attributes.NoiseLevel,attributes.GoodForMeal,attributes.BusinessAcceptsBitcoin,attributes.Smoking,attributes.Music,attributes.GoodForDancing,attributes.AcceptsInsurance,attributes.BestNights,attributes.BYOB,attributes.Corkage,attributes.BYOBCorkage,attributes.HairSpecializesIn,attributes.Open24Hours,attributes.RestaurantsCounterService,attributes.AgesAllowed,attributes.DietaryRestrictions,hours.Monday,hours.Tuesday,hours.Wednesday,hours.Thursday,hours.Friday,hours.Saturday,hours.Sunday
Nrb3X7A1VBYo8UXiV-vRzA,The Wildey Theatre,252 N Main St,Edwardsville,IL,62025,38.8141996398,-89.9584978782,4,15,1,"Nightlife, Arts & Entertainment, Cinema, Music Venues",NA,True,True,2,NA,NA,NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,False,True,NA,NA,u'beer_and_wine',True,NA,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,True,NA,u'average',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,12:0-17:0,NA
hSP5xmPPa_w6Xtr1HiZSUg,Granite City Urgent Care Walk In Clinic,2861 Madison Ave,Granite City,IL,62040,38.714213,-90.1287094,2,5,1,"Medical Centers, Walk-in Clinics, Urgent Care, Health & Medical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:30-21:0,8:30-21:0,8:30-21:0,8:30-21:0,8:30-21:0,8:30-21:0,8:30-21:0
CY1W1ZmTFYUmhJHIlsRFvA,Pure Natur Salon & Spa,"6540 N Illinois St, Ste 105",Fairview Heights,IL,62208,38.594559,-89.982983,4.5,56,1,"Beauty & Spas, Day Spas, Hair Salons, Hair Removal, Eyelash Service, Waxing",False,True,True,2,NA,NA,NA,NA,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,NA,NA,"{'straightperms': True, 'coloring': True, 'extensions': True, 'africanamerican': True, 'curly': True, 'kids': False, 'perms': True, 'asian': True}",NA,NA,NA,NA,0:0-0:0,10:0-20:0,10:0-20:0,10:0-20:0,9:0-19:0,8:0-16:0,10:0-18:0
XAnxgWNZFLN7kVqB-JRHGA,T-Mobile,1600 West Highway 50,O'Fallon,IL,62269,38.5928617,-89.9538842203,2,6,1,"Shopping, Mobile Phones, Telecommunications, Mobile Phone Accessories, Electronics, Local Services, IT Services & Computer Repair",NA,True,NA,2,NA,NA,NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,11:0-18:0
WZP-LhX5OVD13H1khE2UMg,Express Medical Care,5031 N Illinois St,Fairview Heights,IL,62208,38.5766654,-89.9853725,2.5,8,1,"Health & Medical, Urgent Care",False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-17:0,NA
wRafYFsn6vyeg85NbvBd8w,St. Louis Bread,5720 Belleville Crossing St,Belleville,IL,62226,38.5254573,-90.0346888,2.5,28,1,"Restaurants, Salad, Breakfast & Brunch, Soup, Bagels, Food, Sandwiches",NA,True,True,1,NA,True,True,True,'free',"{'garage': False, 'street': None, 'validated': False, 'lot': None, 'valet': False}",NA,NA,True,True,False,NA,u'none',True,u'casual',"{'touristy': None, 'hipster': None, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': False, 'classy': False, 'casual': None}",NA,True,True,u'average',"{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': None, 'brunch': None, 'breakfast': None}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,7:0-21:0,7:0-20:0
SKv-QPmLQdTwLP3g5gDEJg,Dobbs Tire & Auto Centers,4200 Green Mt Crossing Dr,Shiloh,IL,62269,38.5710968836,-89.9284504468,2.5,33,1,"Automotive, Oil Change Stations, Tires, Auto Repair",NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-17:0,NA
wl6D6_6kSEddpOwyG6TfxA,Stone Falls Dental Care,"4945 Stone Falls Ctr, Ste A",O'Fallon,IL,62269,38.5723659,-89.962849,4.5,15,1,"Periodontists, Dentists, General Dentistry, Cosmetic Dentists, Health & Medical",False,True,NA,NA,NA,NA,NA,NA,u'free',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:0-19:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,NA,NA
v_jBLgeJ1z5uVDzpZ-Wbkw,Sawmill BBQ,4060 Mississippi Ave,Cahokia,IL,62206,38.573296,-90.186998,4.5,89,1,"Specialty Food, Sandwiches, Barbeque, Restaurants, Food, Breakfast & Brunch",NA,True,True,1,NA,True,True,True,'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,NA,True,True,True,NA,u'beer_and_wine',True,u'casual',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",NA,True,NA,u'average',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,7:0-20:0,11:0-20:0,12:0-19:0
SOxpJAqr3gBlir0jUkQVhw,East Town Donuts,"1101 Caseyville Rd, Ste E",Caseyville,IL,62232,38.645585,-90.0159222,4.5,11,1,"Donuts, Food",NA,True,False,NA,NA,True,True,False,NA,NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5:0-12:0,5:0-12:0,5:0-12:0,5:0-12:0,5:0-12:0,5:0-12:0,6:0-12:0
r_HnMNqvgh5CBjT7107yTQ,Target,4701 N Illinois St,Fairview Heights,IL,62208,38.572075,-89.98683,3.5,14,1,"Home & Garden, Shopping, Grocery, Drugstores, Fashion, Department Stores, Food, Electronics, Furniture Stores",False,True,True,2,False,None,False,False,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,False,False,False,False,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,7:0-23:59,7:0-23:59,7:0-23:59,8:0-21:0,7:0-23:59,7:0-22:0
Vc0PiN8Q5ne4zijwQK9UQw,Safelite AutoGlass,"320 Homer Adams Pkwy, Ste A",Alton,IL,62002,38.9201748,-90.1695632,3.5,6,1,"Automotive, Auto Glass Services, Windshield Installation & Repair, Body Shops",NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,NA
Q8Y3g7GEHNsBfc_5Kr7hug,Olympic Restaurant,4508 W Main St,Belleville,IL,62226,38.5404692,-90.0239869,2.5,6,0,"Greek, Restaurants",NA,True,NA,1,NA,True,False,True,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,True,True,False,NA,u'beer_and_wine',True,u'casual',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,True,NA,u'average',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7HOvGuRS87hCXTa0Eet2Xg,Best Western O'Fallon Hotel,116 Regency Park,O'Fallon,IL,62269,38.59025,-89.9387673,2,9,0,"Hotels & Travel, Event Planning & Services, Hotels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
96OCV6C4CsrUR4mMOM0iqQ,Buffalo Wild Wings,5600 Belleville Crossing St,Belleville,IL,62226,38.524889,-90.033922,2.5,32,1,"Bars, American (Traditional), Chicken Wings, Sports Bars, Nightlife, Restaurants",False,True,False,2,False,True,True,False,u'free',NA,True,True,True,True,False,False,u'full_bar',True,u'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",False,True,NA,u'very_loud',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': True, 'live': False, 'video': False, 'karaoke': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
GkCxqcMwf6W_ll_1DbMs5Q,CPR Cell Phone Repair Fairview Heights,103A Frey Ln,Fairview Heights,IL,62208,38.5922128427,-89.9787480148,3.5,21,1,"Shopping, Local Services, IT Services & Computer Repair, Telecommunications, Mobile Phones, Mobile Phone Repair, Electronics Repair",False,True,True,3,NA,NA,NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,10:0-18:0,NA,10:0-18:0,10:0-17:0,10:0-17:0,12:0-17:0
KSXlUjgWeQaIMFLKbcgwmA,Karban Knotty Pines,4569 Buss Branch Rd,Waterloo,IL,62298,38.3600966,-90.0433526,4,8,1,"Nightlife, Bars",NA,True,True,1,False,NA,NA,NA,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,True,None,True,NA,NA,u'full_bar',NA,NA,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",NA,True,NA,u'average',NA,NA,u'outdoor',"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}",True,NA,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_BeJA-Mc72hOC6ONWaKTSg,Green Mount Lakes,1200 Greenfield Pl,O'Fallon,IL,62269,38.571898,-89.934619,3.5,8,1,"Apartments, Home Services, Real Estate",False,True,NA,NA,NA,NA,NA,NA,NA,NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,u'no',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-16:0,NA
2_22EkV1jI7X-8eoKSfWiw,The Happy Bakery,102 W 6th St,O'Fallon,IL,62269,38.5877284,-89.9112505,4.5,34,1,"Food, Restaurants, Vegetarian, Custom Cakes, Specialty Food, Vegan, Cupcakes, Bakeries",NA,True,False,1,NA,True,True,True,u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,NA,True,False,True,True,u'none',NA,NA,NA,False,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:0-18:0,11:0-18:0,11:0-18:0,10:0-14:0,NA
WWBzJvqnM2U9FxL6XchlfA,Domino's Pizza,1900 N Belt E,Belleville,IL,62221,38.5203056,-89.9566715,2,11,1,"Sandwiches, Pizza, Chicken Wings, Restaurants",NA,True,NA,1,NA,True,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,True,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-2:0,10:0-2:0,10:0-1:0
y7vf-mC7rCfIFtBj40RhrQ,R & R Transportation Service,,Fairview Heights,IL,62208,38.6005324,-90.0093266,3.5,9,1,"Hotels & Travel, Transportation, Airport Shuttles, Taxis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
IE21D1Lyk9WEZdxRXHDFIg,Dill's Floral Haven,258 Lebanon Ave,Belleville,IL,62220,38.52107,-89.9814,5,7,1,"Flowers & Gifts, Party & Event Planning, Gift Shops, Shopping, Wedding Planning, Event Planning & Services, Florists, Floral Designers",NA,True,True,2,NA,NA,None,NA,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9:0-17:0,9:0-17:0,9:0-14:0,9:0-17:0,9:0-17:0,NA,NA
U4we31MBs7OeVmF_WdjpNQ,Moody-Longacre Park,525 S Ruby Ln,Fairview Heights,IL,62208,38.5824510704,-89.9920084,4.5,6,1,"Active Life, Parks, Playgrounds",NA,NA,True,NA,NA,NA,NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,NA,NA,NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:0-10:0,8:0-10:0,8:0-10:0,8:0-10:0,8:0-10:0,8:0-10:0,8:0-10:0
F3358ikraJtY9hUaYF0obA,Applebee's Grill + Bar,3551 Nameoki Rd,Granite City,IL,62040,38.7267,-90.1238,2.5,20,1,"Steakhouses, Sports Bars, Restaurants, Bars, American (Traditional), American (New), Burgers, Chicken Wings, Nightlife",False,True,True,2,False,True,True,False,'no',"{'garage': False, 'street': None, 'validated': None, 'lot': None, 'valet': False}",NA,True,False,True,False,NA,'full_bar',True,'casual',"{'touristy': None, 'hipster': None, 'romantic': None, 'divey': False, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': None}",True,True,NA,'quiet',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",NA,NA,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}",NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,11:0-20:30,11:0-21:0,11:0-20:0,11:0-20:0,11:0-22:0,10:30-21:0
zqeQqA2mDeBeMws48fXAfA,Strange Donuts,2323 Plum St,Edwardsville,IL,62025,38.7857399,-89.9582128,4,13,1,"Donuts, Food",NA,NA,NA,NA,NA,None,True,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6:0-14:0,6:0-14:0,6:0-14:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-14:0
4wep1OfeJbpz0DvBsoDdVg,Peel Wood Fired Pizza,921 S Arbor Vitae,Edwardsville,IL,62025,38.8013535,-89.9557648,4.5,357,1,"Bars, Desserts, Italian, Nightlife, Beer, Wine & Spirits, Food, Pizza, Restaurants",NA,True,True,2,NA,True,True,False,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,False,False,u'full_bar',True,u'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}",True,True,NA,u'loud',"{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",False,NA,NA,False,NA,NA,False,NA,NA,NA,NA,NA,NA,NA,NA,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,10:0-22:0,10:0-20:0
z_erQRagchb6E1aLkC_17A,The Sports Academy,101 The Game Dr,Glen Carbon,IL,62034,38.7515988,-90.0079624,3,5,1,"Active Life, Venues & Event Spaces, Event Planning & Services, Fitness & Instruction, Soccer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,12:0-17:0,12:0-20:0
o0uODX3Ot6dkHn3_C49Wjw,Fletcher's Kitchen and Tap,6101 W Main St,Belleville,IL,62223,38.5519105,-90.0373295,4,77,1,"American (Traditional), Restaurants",NA,True,False,2,NA,True,False,False,u'free',"{u'valet': False, u'garage': False, u'street': True, u'lot': True, u'validated': False}",True,NA,True,True,True,NA,u'full_bar',True,u'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",True,True,NA,u'average',"{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
X-eSfKZFDww-zkK4se9JGQ,Aunt Sams Uptown Eatery,2512 College Ave,Alton,IL,62002,38.9034258,-90.1488798,3.5,11,0,"Restaurants, Sandwiches, American (New), Breakfast & Brunch, Burgers",NA,True,NA,1,NA,True,NA,NA,u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",NA,NA,False,False,NA,NA,u'none',False,u'casual',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,NA,NA,u'quiet',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kbIcfwT8ZSErTz_3j_-utw,Jimmy John's,"1063 S State Rt 157, Suite 3",Edwardsville,IL,62025,38.7896532,-89.9804824,3.5,17,0,"Sandwiches, Food, Food Delivery Services, Restaurants, Delis, Fast Food",NA,True,NA,1,NA,True,True,True,u'no',None,True,False,False,True,False,NA,u'none',NA,u'casual',None,NA,True,True,u'loud',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-3:0,11:0-3:0,11:0-2:0
TH0W2K8pJP7e9aj66vr5TA,Applebee's Grill + Bar,610 N Bluff Rd,Collinsville,IL,62234,38.685884,-90.009402,3,26,1,"Steakhouses, Nightlife, Sports Bars, Bars, Restaurants, Burgers, American (Traditional), Chicken Wings",False,True,True,2,False,True,True,NA,'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,True,False,True,True,NA,'full_bar',True,'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,True,NA,NA,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-22:0,10:30-21:0
nSOch41CPdYpHizAoeHr6g,Baja Cali,100 N High St,Belleville,IL,62220,38.5147819,-89.982694,4.5,12,0,"Mexican, Restaurants",NA,True,True,2,NA,True,False,NA,NA,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",NA,NA,False,True,True,NA,'full_bar',True,u'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",NA,True,NA,u'average',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_nlNkEEMpjvcPIjs97IBIA,Animal Emergency Center,2005 Mall St,Collinsville,IL,62234,38.6732571,-90.0167426,4,8,1,"Veterinarians, Pet Services, Emergency Pet Hospital, Pets",False,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18:0-8:0,18:0-8:0,18:0-8:0,18:0-8:0,18:0-8:0,12:0-8:0,0:0-0:0
QJFXaipbWHGW-1xzfHIHQQ,Bard & Didriksen Pediatrics,"2160 S State Route 157, Ste B",Glen Carbon,IL,62034,38.7762828,-89.9872846,3.5,7,1,"Pediatricians, Health & Medical, Doctors",True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:30-17:0,8:30-17:0,8:30-17:0,8:30-17:0,8:30-17:0,8:30-12:0,NA
1Mau4EvlpA_M8_-ulSB12w,Bottom's Up Sports Bar & Grill,2204 Fosterburg Rd,Alton,IL,62002,38.9123763848,-90.1204785663,3.5,5,0,"Restaurants, Sports Bars, Burgers, Salad, Nightlife, Bars, Pizza",NA,True,NA,2,NA,True,False,NA,u'free',NA,NA,False,NA,True,True,NA,u'full_bar',True,'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5OL-Qyd2PYSQW69r7mVhYg,Fountains Family Dentistry,"314 Fountains Pkwy, Ste C",Fairview Heights,IL,62208,38.60335,-89.9832629,3,8,1,"Dentists, Health & Medical, General Dentistry, Cosmetic Dentists, Orthodontists, Endodontists",False,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Cjo3d6l4C9yKdAnpRKXPzQ,Relleke Farms,473 Sand Prairie Rd,Pontoon Beach,IL,62040,38.6833915,-90.0660159,5,7,1,"Pumpkin Patches, Food, Shopping, Farmers Market, Home & Garden",NA,True,False,1,NA,NA,NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hhV_G25PpQ77qT5XdTd00g,C And C Food For Your Soul,1926 West Main St,Belleville,IL,62226,38.5197864,-90.0063207,5,12,1,"Southern, American (Traditional), Restaurants, Soul Food",NA,NA,NA,NA,NA,True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PDiskDsxIbqNQJVP-ilK5w,La-Z-Boy Furniture Galleries,1238 Central Park Dr,O'Fallon,IL,62269,38.5792913,-89.9359274,3.5,6,1,"Home & Garden, Home Decor, Home Services, Furniture Stores, Interior Design, Shopping",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,11:0-18:0
-YINXyvMrVXreC5iF9zCfw,At Home,1287 Central Park Dr,O'Fallon,IL,62269,38.585955,-89.942888,3.5,9,1,"Home & Garden, Kitchen & Bath, Shopping, Home Decor, Furniture Stores",NA,True,False,1,NA,None,None,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-20:0,9:0-18:0
